Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
1094,10949453,AaronJckson,"2023-12-20 03:47:58",5.4749,2,"hanaaron,jiaoyihan789"
1095,11222196,404akhan,"2023-11-15 17:16:05",5.4749,1,akhan404
1096,11206864,"Julia Xu","2023-12-20 16:47:25",5.4749,1,"feixianwu,juliajingyi,yilingliuyll163com"
1097,10971559,小火龙,"2023-11-20 12:53:33",5.4750,2,killow
1098,11077572,"Head of Meme Trading","2023-12-20 21:53:58",5.4750,2,therealmathisk
1099,11098304,"S Y A S","2023-12-20 15:07:01",5.4750,2,"amyyin78,seanmacmaghnusa,shaogong,yichengs"
1100,11380655,"Faisal Alsrheed","2023-12-11 11:46:22",5.4750,2,faisalalsrheed
1101,11173882,aware2013,"2023-11-28 12:23:49",5.4750,2,aware2013
1102,10946995,kkot,"2023-11-29 04:45:07",5.4750,1,xiaojincheng
1103,11105562,KEEHB97,"2023-12-06 13:22:24",5.4750,2,keehb97
1104,10954141,Renwen,"2023-12-20 19:28:16",5.4750,2,renwenxu
1105,10967170,qmn,"2023-12-20 08:36:43",5.4750,2,qqmmneo
1106,10979701,"Jianming Pan","2023-12-14 05:41:26",5.4751,1,jianmingpan
1107,10945563,嘴爷,"2023-12-20 14:56:24",5.4751,1,zui0711
1108,11247729,taksai,"2023-11-28 09:36:10",5.4752,2,tsaito21219
1109,11336364,Kaggleryyyuuu,"2023-12-03 22:17:42",5.4752,2,kaggleryyyuuu
1110,11375912,Janos,"2023-12-19 11:59:16",5.4752,2,janosk21
1111,11368597,vivek,"2023-12-20 16:36:11",5.4752,2,datakite
1112,11377010,Sciencehorizen,"2023-12-20 17:42:52",5.4752,2,sciencehorizen
1113,11371462,drzeus,"2023-12-20 17:01:58",5.4752,2,djvivekj
1114,10950766,takoihiroaki,"2023-12-08 03:58:08",5.4752,2,takoi55
1115,11211931,eulyzi,"2023-11-27 00:51:50",5.4752,2,eulyzi
1116,11077234,"Rio Mori","2023-12-12 02:37:22",5.4752,2,riomori
1117,11072403,yimacs,"2023-11-25 07:58:10",5.4752,2,yimacs
1118,11033463,Iori_f,"2023-11-21 10:14:17",5.4752,1,iorifuchigami
1119,11038364,"Computer says no","2023-12-19 18:13:28",5.4752,2,gphilippis
1120,11144132,"Joseph Josia","2023-10-31 17:31:35",5.4754,1,takanashihumbert
1121,11384248,jjjzzz000,"2023-12-19 16:27:53",5.4754,2,jjjzzz000
1122,10950774,onurrr,"2023-12-20 16:16:03",5.4754,2,onurrr90
1123,11343182,nicferrari,"2023-12-10 21:14:43",5.4754,2,nicferrari
1124,11189890,???,"2023-12-15 08:01:37",5.4755,1,"devilhu,jiantingtang,pennyrunzeliu,sebastian1989"
1125,11250746,"Uyen Nguyen","2023-11-19 09:48:17",5.4755,2,uyennguyen24
1126,11040924,qizhengqi,"2023-11-19 18:04:51",5.4755,1,qizhengqi
1127,11181747,"Singaravelan Giridharan","2023-11-22 18:09:40",5.4755,2,singaravelan
1128,11074866,"EN.605.742.81 FP Team 2","2023-12-10 23:20:13",5.4755,2,"catherinefjohnson,derekbowdle,iliantorres,mefrost"
1129,11386639,"jiaheng zhang","2023-12-19 16:06:36",5.4755,2,jiahengzhang002
1130,11347455,"Fiona Wang","2023-12-19 21:29:48",5.4755,2,luyf200
1131,11263149,"Lei Fan","2023-12-20 03:10:34",5.4755,2,"chiuychiu,del=fff379c190967445"
1132,10985813,T.Y.,"2023-12-20 17:09:57",5.4756,2,toshihisay
1133,11358853,lizhanglz,"2023-12-11 01:25:22",5.4756,2,lizhanglz
1134,11389758,kejinw,"2023-12-18 09:00:00",5.4756,2,kejinw
1135,11077403,cooperation,"2023-11-04 04:10:29",5.4756,2,cooperation
1136,10998735,JonnydosSantos,"2023-12-19 15:08:53",5.4756,2,jonnydossantos
1137,11219092,Coffeethefifth,"2023-12-20 11:25:03",5.4756,2,okilireaya
1138,11320790,petuhh,"2023-12-20 22:04:02",5.4757,2,egatrener
1139,10957514,"Mahmoud Fawzi","2023-12-13 18:50:09",5.4757,2,mahmoudfm2003
1140,11165505,starry000,"2023-12-01 04:46:25",5.4757,2,"guoxiaomi,panjuny,shiyongqixiaoxu,starry000,xiongkaige"
1141,11059560,"Zhiyuan Ren","2023-12-06 08:56:16",5.4758,2,liquorrzy
1142,11091117,"Xiaochang Zhang","2023-12-18 05:36:52",5.4758,1,xiaochangzhang
1143,10946586,"DDL Killer","2023-12-20 15:26:34",5.4758,2,"bentelychen,jampson,jieyangdong,lizexuan1,yujichong"
1144,11061362,griffinqin,"2023-12-19 23:49:39",5.4758,1,griffinqin
1145,10946147,Andy,"2023-12-18 19:42:43",5.4758,1,andy1010
1146,11253158,rick,"2023-12-01 23:41:44",5.4759,2,hkrick
1147,11080007,一把宰牛刀,"2023-12-20 06:31:09",5.4759,2,"bing0039,chennywiiiiii,memruo,saraqizhang,taiwuyu"
1148,11111306,"Yuchi Ge","2023-12-20 02:38:19",5.4759,2,yuchige
1149,11142405,"Chun Hin Ma","2023-12-20 06:33:04",5.4760,2,chunhinma
1150,11251538,cueett,"2023-12-17 10:12:18",5.4760,1,cueett
1151,11329081,"Wang Zhecheng","2023-12-20 13:27:25",5.4760,2,"keqinx666,shawwinn00,wangzhecheng"
1152,11340986,xc-ant,"2023-12-07 03:45:58",5.4760,2,albert2017
1153,10976738,Lex,"2023-12-12 10:36:26",5.4760,2,lnxuan
1154,11354021,Kaaagle111,"2023-12-07 20:13:47",5.4761,2,kaaagle111
1155,11236856,"Manthos Kampourakis","2023-11-23 12:54:37",5.4761,1,mattkamp
1156,11244418,"Liam Kristoffy","2023-11-25 09:11:18",5.4761,2,liamkristoffy
1157,10946526,YS,"2023-12-20 05:59:18",5.4761,2,liutyb
1158,11075968,GGBond,"2023-12-13 03:13:05",5.4761,2,"chengyangwu,chocolateblack,l3ixiong,tianyuwangl,zhuohanhu"
1159,11149853,AlexiosLyon,"2023-12-16 09:37:10",5.4762,2,alexioslyon
1160,11310260,kontsev,"2023-12-12 06:57:21",5.4762,2,"diasmadi,kontsev"
1161,10945480,Alphabrevo,"2023-11-29 06:13:15",5.4762,1,alphabrevo
1162,11295612,NCKU_NiLINEDongDongIsNotBad,"2023-12-16 04:08:20",5.4762,2,"morrischu,r26111052,wuufunnn"
1163,11054951,"Aye Lu Win","2023-12-14 19:51:40",5.4763,2,awaptk
1164,10946000,andrewyjn,"2023-11-28 11:01:35",5.4763,1,andrew1024
1165,11313304,yjohn18,"2023-12-06 14:47:05",5.4763,2,yjohn18
1166,11109470,"[Deleted] 8c67a561-44f1-49ad-acf0-411abb92bd0f","2023-12-03 13:48:01",5.4763,2,del=9a4ab8fcbf70a4c7
1167,10952116,Moln,"2023-12-02 16:55:28",5.4763,2,"chaojigongshi,shenmiaoyu,wuyunzhang"
1168,11381663,Surrenderrr,"2023-12-17 22:37:41",5.4764,2,muchammadaquila
1169,11071351,zhaohf,"2023-12-20 14:55:20",5.4764,2,"fengxixuan,zhaohf"
1170,10946137,"JZ Chen","2023-11-18 14:12:54",5.4765,2,cjzccc
1171,11369436,III1II1III1III,"2023-12-15 23:03:26",5.4765,2,iii1ii1iii1iii
1172,11361289,Telsababy,"2023-12-11 11:53:41",5.4765,1,telsababy
1173,10990750,BhathiyaPila,"2023-12-20 02:05:07",5.4766,2,bhathiyapila
1174,11379338,okashimi,"2023-12-20 09:13:58",5.4766,2,fjihrak
1175,11148471,"Yang Yunyu","2023-12-05 07:52:22",5.4766,1,yangyunyu
1176,11386427,"Nikoolay Lovyagin","2023-12-13 08:59:18",5.4766,1,nikoolaylovyagin
1177,10990254,kai586123,"2023-12-01 07:36:23",5.4766,2,"hizitok,kai586123"
1178,11114013,"Siyun Lu","2023-12-20 17:18:17",5.4766,2,siyunlu
1179,11195624,"Vasily Shchegolev","2023-11-21 14:31:46",5.4767,1,vasilyshchegolev
1180,10960384,"Y. Matsunaga","2023-12-03 04:39:23",5.4768,2,matsunagaxxx
1181,11390893,cosmockoo,"2023-12-20 17:59:59",5.4768,1,"cosmockoo,del=3c97f3b4223382cb,jcsimonsun,lindalllll"
1182,11079409,"Joie Reese","2023-12-09 14:04:46",5.4769,1,reesejoie
1183,11009070,FarrosTeam,"2023-12-20 03:48:32",5.4769,2,"adaren,akos8517,farrosmufid"
1184,11081965,Neuro,"2023-12-19 14:21:40",5.4769,1,joaoaraujo
1185,11290744,"Sprint team","2023-12-17 03:10:49",5.4769,2,"liangcathy,wangyutengsam,yitongniu"
1186,11155130,"Mikkel Blæsbjerg","2023-11-12 13:58:23",5.4769,1,mikkelblsbjerg
1187,11249725,"Niklas Augustin","2023-12-10 20:10:40",5.4769,2,niklasaugustin
1188,10953873,albertwibowo,"2023-11-21 10:16:14",5.4770,1,"albertwibowo,kikiz1125,zcaksyu"
1189,10974732,"Jingqiang Li","2023-12-05 01:45:08",5.4770,1,jingqiangli
1190,11120827,fixflow,"2023-12-07 11:18:23",5.4770,2,fixflow
1191,11014186,yuyinghuang,"2023-12-07 12:44:22",5.4770,1,yuyinghuang
1192,11196544,ooooyyyy,"2023-12-13 00:32:02",5.4770,2,ooooyyyy
1193,11089699,"WeiYan Feng","2023-12-18 13:30:33",5.4770,2,weiyanfeng
1194,11259732,2017147583,"2023-12-19 00:52:02",5.4770,2,xaron01m
1195,11066439,"Zavosh Amir-Khosravi","2023-12-06 17:22:06",5.4770,2,zavoshamirkhosravi
1196,11051731,"Yang Ruijing","2023-11-23 23:43:59",5.4770,1,yang0533
1197,11257902,tk,"2023-12-20 15:58:44",5.4770,2,tatsuokaniwa
1198,11309314,mikaylayy,"2023-12-20 16:49:21",5.4770,2,mikaylayy
1199,10959771,TangWuLin,"2023-12-20 23:06:41",5.4771,2,tangwulin
1200,11198241,ChiChih,"2023-11-21 02:33:03",5.4771,1,chichih
1201,10961147,ChouBao,"2023-11-18 21:59:08",5.4771,2,"kongxiaolu,qwang014,zhangyexin"
1202,11221958,"Andrey #2","2023-12-17 14:14:57",5.4772,2,anikitoz
1203,10993045,water_eau,"2023-12-02 16:26:12",5.4772,2,watereau
1204,11268167,dasbro,"2023-12-03 23:44:19",5.4773,2,dasbro
1205,10979010,Opilot,"2023-12-19 11:58:22",5.4773,2,"jasonfeng55,woprime,xiaowangiiiii,yuxuanjasongao"
1206,11134397,"Genshin Start!","2023-12-18 13:59:05",5.4773,2,"always781,yikuoliu"
1207,11058150,certain,"2023-12-20 10:46:38",5.4774,2,aatriaa
1208,11064172,Async,"2023-12-20 19:31:19",5.4774,2,k1y0sh1
1209,11378357,"odd eyes dragon","2023-12-11 07:27:18",5.4774,2,oddeyesdragon
1210,11382418,"Suprio Dutta","2023-12-12 06:30:59",5.4774,1,supriodutta2022
1211,11382066,"Shayan Choudhury","2023-12-12 23:14:14",5.4774,1,shayanchoudhury
1212,10956143,"Alexandre Durand","2023-12-20 07:20:58",5.4776,2,alexandredurand
1213,10955775,Clairvoyant,"2023-12-16 00:55:04",5.4777,2,christson
1214,10978022,haturo,"2023-12-18 05:03:58",5.4777,1,inumaru9n
1215,10952538,"Yue Sun","2023-12-20 14:46:20",5.4777,2,yus002
1216,11046444,kingsundad,"2023-11-28 18:47:59",5.4778,2,kingsundad
1217,10961137,HengtaoTantai,"2023-12-20 03:27:07",5.4779,1,"jiedengsc,tantai"
1218,11050611,secures,"2023-12-19 02:12:11",5.4780,2,"ogawarahiromi,taichiuemura"
1219,11241348,shiyi-101,"2023-11-16 12:51:57",5.4780,2,zawang
1220,11189553,"Han Jichu","2023-11-20 03:29:54",5.4780,1,jasonhan2001
1221,10956159,"Geon Mo","2023-12-06 23:20:07",5.4780,2,geonmoo
1222,11232221,Leo_Zoeng,"2023-12-05 11:24:08",5.4780,2,"leozoeng,yifangeff"
1223,11352404,thirota,"2023-12-06 14:25:25",5.4780,1,thirota
1224,11357493,liuxudong1986,"2023-12-07 04:29:09",5.4780,2,liuxudong1986
1225,11364155,"Liutikov Andrei","2023-12-20 13:02:23",5.4780,2,andreyandreu
1226,11060701,"Mehmetali Solak","2023-12-20 14:40:18",5.4780,2,mehmetalis
1227,11305836,zhang2dog,"2023-12-20 15:04:52",5.4780,2,zhang2dog
1228,10967011,"Alvin Jiang Min Jun","2023-12-20 18:19:40",5.4780,2,alvinjiangminjun
1229,10954144,"""我们也很酷""","2023-12-09 14:23:25",5.4781,2,"natnitarach,sherpahu"
1230,11070986,werus23,"2023-12-01 19:35:40",5.4781,1,werus23
1231,10977653,denis,"2023-12-19 00:18:45",5.4781,2,dlukic
1232,10947404,"Eric Xin","2023-12-18 03:03:32",5.4781,1,"apocalypse2021,ericxin"
1233,10951179,"LGU Happy Old Family","2023-12-10 20:17:30",5.4782,2,"absolutex,del=bd04df9e7dc4e092,yipyipzou"
1234,10945477,UKI,"2023-12-18 06:49:00",5.4783,2,yukieleventyone
1235,11073440,"AlphaBet and Alvin('s GPU)","2023-12-20 19:13:01",5.4785,2,"alvinlee9,chanlee1012,darak719,jhk3211,ljh9999"
1236,11129144,"Ehssan Heydarpour","2023-12-07 11:12:35",5.4786,2,ehssanheydarpour
1237,11116142,Optiver-Competition,"2023-12-19 15:21:22",5.4786,2,"fabacher,jkhari14,kkkartikkothari,sarah100055"
1238,11068552,gatsu,"2023-12-20 13:01:24",5.4787,2,gabribg88
1239,11056022,HJYHJY,"2023-11-22 05:50:21",5.4787,1,hjy123456789
1240,11008869,"AFT Go","2023-12-20 14:59:25",5.4787,2,"demon1023,mmmmmyyyyyyyy,snowxy,zouxuyuan"
1241,11011447,"OLS Quants","2023-11-19 16:15:00",5.4787,2,"datastepper,johannes91,jonaskobler"
1242,11103102,z2,"2023-11-22 15:48:52",5.4788,2,"hanningzuo,zuohanping"
1243,11305911,"League of Alphas","2023-12-20 07:28:30",5.4788,2,"dulljack,hllwhlwhzzzb,hoshinogavin,melodyd"
1244,11137622,不会,"2023-12-14 02:16:33",5.4788,2,congliang
1245,11012064,data_gardening_club,"2023-12-20 04:27:01",5.4790,2,"mikurauhebi,takumuwakamatsu,yukari17"
1246,11243788,"[Deleted] 1401c339-b5c8-47dd-89ff-f8f05f628dee","2023-12-05 14:28:25",5.4790,2,del=3f50ed93f091d5f9
1247,11101163,xiaobenla,"2023-12-19 11:56:34",5.4790,1,xiaobenla
1248,11086475,"Ryo #2","2023-12-20 15:07:36",5.4790,2,ryosciencefinance
1249,11226977,ccpong,"2023-11-19 07:57:00",5.4790,1,ccpong
1250,10995073,•,"2023-12-20 17:15:11",5.4790,2,jtrotman
1251,11223352,"Evgeniia Grigoreva","2023-12-16 18:55:22",5.4792,2,eivolkova
1252,11155263,dongdong,"2023-11-15 15:43:00",5.4792,1,dongjai04
1253,11008310,"Felipe Navarro","2023-12-13 02:49:51",5.4792,2,fnavarro94
1254,11369094,ek_predicts,"2023-12-19 22:26:31",5.4792,2,erikkepes
1255,10951811,$CashMoney$,"2023-12-19 07:38:46",5.4792,2,jisonz
1256,10970422,"Xiaocheng Duan","2023-12-20 14:40:23",5.4792,2,"danshojo,senkin13"
1257,11172412,"NeiNei is a Cat","2023-12-18 09:29:40",5.4793,2,"jiminhan96,zhaoqc418"
1258,11060175,"Daniel Phalen","2023-11-17 19:57:27",5.4793,1,danielphalen
1259,11173984,Frozen,"2023-11-21 02:21:54",5.4793,2,bsdyfhc
1260,11170002,renzhuo,"2023-12-20 19:12:08",5.4794,1,ren1998
1261,10953362,Anna,"2023-12-20 13:44:19",5.4794,2,annafabris
1262,11005156,tennisai,"2023-12-12 16:26:45",5.4795,2,yuanasure
1263,11350852,zelink,"2023-12-17 12:59:11",5.4795,2,zelink
1264,11306925,"Yan Mengbei","2023-11-27 08:22:23",5.4797,2,yanmengbei
1265,11338835,mfs36,"2023-12-18 23:02:44",5.4797,2,mfs36000
1266,11217508,auteestka,"2023-11-16 11:08:55",5.4797,1,auteestka
1267,10947186,baseline+alpha,"2023-11-21 06:42:33",5.4797,2,"chujian1999,jensonwang99,liujiangcan3066,live4u,pengwang11"
1268,11298185,"Chenyu Ouyang","2023-11-25 11:10:13",5.4797,1,chenyuouyang
1269,11051470,hemayang,"2023-11-12 15:51:17",5.4797,2,hemayang
1270,11095627,Kenshin-Y,"2023-12-19 06:00:56",5.4797,2,kenshinyamauchi
1271,10956699,KhanhVD,"2023-12-19 12:41:34",5.4800,1,duykhanh99
1272,11315922,KrisztianSz,"2023-12-02 16:35:54",5.4800,2,szmnkrisz97
1273,11385202,"Islam Tlupov","2023-12-15 15:07:26",5.4800,2,tttrrraaahhh
1274,11221886,Ashitato,"2023-12-17 09:36:59",5.4800,2,ashitato
1275,11301006,"Yaoxiang Li","2023-11-26 04:53:34",5.4800,1,"holazzh,lzyacht,mingzhuotian,shuuww"
1276,10944839,"Yan Teixeira","2023-11-29 06:51:06",5.4800,1,yantxx
1277,10995603,"tutu to the moon","2023-12-20 05:54:38",5.4800,2,"mdzzrh,wangyitan"
1278,11028556,"[Deleted] 3576ae73-7f23-4824-bb61-57df5fad168c","2023-11-30 06:36:58",5.4800,1,del=7633a7762acfcd64
1279,11005402,icla,"2023-12-13 00:46:58",5.4800,2,iclachen
1280,10950112,swallowroot,"2023-12-20 08:44:47",5.4800,2,swallowroot
1281,10963500,shapshap,"2023-12-18 11:37:02",5.4801,1,shapshap
1282,11312305,Samael,"2023-12-20 10:59:29",5.4804,2,samaelwang
1283,11287648,guyko,"2023-11-27 01:49:43",5.4805,2,guyko81
1284,10966212,Nahida_xz,"2023-11-19 17:15:06",5.4805,2,"antonioyan,nahidaxz"
1285,11381061,hellosangjin,"2023-12-20 14:26:29",5.4806,2,hellosangjin
1286,11074111,"Qirui Wu","2023-12-11 16:23:28",5.4806,2,lapintutu
1287,10946251,"KARL 224","2023-12-19 04:14:07",5.4806,1,karl224
1288,11073641,wychwood,"2023-12-20 18:41:18",5.4806,2,vasiliym1
1289,11082472,nmdcddwzml,"2023-12-20 18:50:10",5.4807,2,mujian63
1290,11062288,"CS 5665","2023-12-07 05:07:05",5.4810,2,"andrewwilkinson435,downtowndrizzle,jacobthompso"
1291,11321585,"Xuliang Xu","2023-12-20 16:11:53",5.4810,2,xuliangxu
1292,11305993,Yamanashi,"2023-12-05 07:44:11",5.4811,2,"lamjgandy94,trianglebrow"
1293,10968283,"Saverio Mazza","2023-11-18 06:25:19",5.4812,2,saveriomazza
1294,11374210,LenardCh,"2023-12-17 05:16:34",5.4812,2,lenardch
1295,11124411,"Felix Gerken","2023-11-13 09:14:10",5.4812,2,entente
1296,10993695,ayyyyyyyyyyyyyyyyyyy,"2023-10-31 15:10:51",5.4812,1,ayyyyyyyyyyyyyyyyyyy
1297,10959450,"Yana Pryshchepa","2023-12-13 11:03:05",5.4813,2,ianapry
1298,11071222,"Tha Hypahparametahzzz","2023-12-09 13:50:51",5.4813,2,"acelhaka,alecwayne,batydaniel,mackybrockmcwhirter,nhsmith"
1299,10982827,"Jiazhen Xi","2023-11-20 14:52:48",5.4813,2,johnfarrell
1300,10944963,"Oleg Khudyakov","2023-12-18 07:17:41",5.4814,2,kaggledummie007
1301,11253595,2020122034,"2023-12-17 14:45:17",5.4814,2,lilolkim
1302,10953482,takaito,"2023-12-20 15:43:28",5.4815,2,takaito
1303,11150591,"prince of slaanesh","2023-12-20 19:14:27",5.4815,2,princeofslaanesh
1304,11322022,"Hamid Rasti","2023-12-19 18:34:23",5.4815,2,hamraa
1305,11300707,"Jasper van Selm","2023-12-20 11:30:21",5.4815,2,schobbejak
1306,11266289,"Alexey Ignashev","2023-12-20 13:34:48",5.4815,1,alexeyignashev
1307,10953109,"Dong Wenjun","2023-12-20 21:36:36",5.4815,2,"crystalcheung399,dongwenjun,sakurasss,simple42"
1308,11050226,"Đàm Văn Tài","2023-12-20 16:34:32",5.4815,2,damvantai
1309,11067492,"isa k [dsmlkz]","2023-12-20 17:50:48",5.4816,2,isakev
1310,11222431,maze,"2023-12-18 14:38:13",5.4817,1,todaya
1311,11391243,Varsis,"2023-12-13 15:53:08",5.4818,2,varsis
1312,10951359,LiangWeijie1994,"2023-12-20 14:47:39",5.4818,2,"hwliu69,liangweijie1994"
1313,10948541,LY,"2023-12-20 18:34:07",5.4820,2,yanliu1199
1314,11253035,Oct0pus,"2023-12-19 13:02:04",5.4821,2,qiaoshiji
1315,11205772,"Severin Meng","2023-11-27 05:58:24",5.4821,2,severinmeng
1316,10993990,"Mr Nik","2023-12-20 13:34:44",5.4821,2,bernnik
1317,11051288,"John Doe #3","2023-12-20 13:58:10",5.4823,2,johndoe90843
1318,11039528,Xriver,"2023-12-20 17:31:20",5.4823,2,xriver
1319,10955232,Icfstat,"2023-12-20 14:51:47",5.4824,1,icfstat
1320,10950011,"Andy #2","2023-11-03 19:26:34",5.4824,1,andyschuster
1321,11061096,"Zhiyuan Ren -CV King","2023-12-06 05:13:09",5.4825,1,zhiyuanrencvking
1322,11294697,Vivian_hsu0619,"2023-12-20 15:16:32",5.4826,2,"nckulcy,peixin23,wenboyang0401"
1323,11238781,Kronki,"2023-11-17 20:15:54",5.4828,2,kronki
1324,10964315,"Jaewook Kim","2023-12-17 15:52:28",5.4829,2,jaewook704
1325,11021755,haya10nods,"2023-12-20 07:36:18",5.4830,2,"atsuyoshioka,haya10nods,inoway,kaghashi,ryosuket55"
1326,11162878,Xanpanman,"2023-12-20 13:50:38",5.4830,2,xanpanman
1327,11386671,0.0,"2023-12-20 13:59:37",5.4832,2,oukeikou
1328,11235763,hjw123,"2023-12-02 06:52:33",5.4835,2,hjw123
1329,10949880,"Niko Kaštelan","2023-11-18 12:48:05",5.4836,1,nikokastelan
1330,11096511,qogir.fund,"2023-11-09 03:50:50",5.4836,1,marcnuth
1331,11063411,zyen,"2023-12-02 07:21:58",5.4837,2,"daisyzeng123,jokermaker"
1332,11194297,"[Deleted] b1907fd0-e25a-4c2f-baac-9f63e336651f","2023-12-20 22:23:06",5.4838,1,del=2435e505510092a3
1333,11373671,sfnga,"2023-12-20 17:37:48",5.4841,1,myppka
1334,10963761,HBhswl,"2023-11-24 05:55:36",5.4842,2,hbhswl
1335,11041222,"L Zhang","2023-12-16 06:54:04",5.4845,1,lzhangucb
1336,10976433,Karl,"2023-12-19 10:50:17",5.4845,2,karl0215
1337,11117166,"clash of clans","2023-12-18 15:55:06",5.4845,2,"kirilldemin,lopatawi2,polexey"
1338,11213934,"Sergey U","2023-12-10 15:23:06",5.4846,1,urlaser
1339,11375618,"Maksim Koliev","2023-12-11 05:26:21",5.4846,1,kolievm
1340,10988168,bc,"2023-12-07 16:52:11",5.4847,2,pipbcmsi
1341,11174963,albercej,"2023-12-14 21:07:59",5.4847,2,albercej
1342,10950997,Linlin,"2023-12-05 08:53:15",5.4847,2,linlin
1343,11002838,Quant79,"2023-11-30 01:07:15",5.4848,2,quant79
1344,11050543,"Ali Rezghi","2023-11-18 10:05:37",5.4849,1,alirezghi
1345,11003737,"Mike Jiang","2023-11-22 03:58:47",5.4849,1,mikejiang
1346,11083578,Yasar,"2023-12-20 14:02:11",5.4851,2,yasarc4
1347,11000533,"Keith Perkins","2023-12-15 18:38:41",5.4852,1,kperkins411
1348,11063544,Dejavu,"2023-11-27 22:10:57",5.4854,2,"donghunseo,skp137415"
1349,10990198,Edmund870,"2023-12-20 06:45:23",5.4854,2,edmund870
1350,10978596,jjakimoto,"2023-12-11 23:17:15",5.4855,2,jjakimoto
1351,10972843,Prowler,"2023-12-20 20:32:59",5.4859,1,rxie777
1352,11195367,hieumap,"2023-11-23 22:18:19",5.4860,1,hieumap
1353,11197029,aktk,"2023-12-15 16:02:51",5.4862,2,aniltk
1354,11356941,kkkggg,"2023-12-07 11:56:38",5.4862,1,kkkggg
1355,10994340,PassengerC07,"2023-12-19 07:36:38",5.4868,2,passengerc07
1356,11236876,Sugawarya,"2023-12-20 14:30:44",5.4870,2,sugawarya
1357,11007054,mstrmnd,"2023-12-14 16:49:25",5.4871,2,mstrmnd1
1358,10962285,Luca,"2023-12-11 08:28:41",5.4873,2,lucaambroz
1359,11336625,"Krishna #2","2023-12-04 03:08:53",5.4877,2,krishnakesavan
1360,11343543,"Thian Liang","2023-12-20 06:54:40",5.4878,1,cheowthianliang
1361,11137669,Masa012,"2023-11-18 23:24:59",5.4878,2,masa012
1362,11345238,PRY,"2023-12-20 00:35:33",5.4879,2,"prashanthln,rahuldhopeshwar,yankunhong"
1363,10972515,DNK,"2023-12-20 13:06:20",5.4879,2,"domenkslo,narsejkavran"
1364,11096334,zhuazhua777,"2023-12-06 02:30:51",5.4884,2,zhuazhua777
1365,11210733,progbot,"2023-12-19 12:56:57",5.4886,2,tianjizhou
1366,11338842,Dapeng,"2023-12-12 01:18:35",5.4887,2,aiover
1367,10950261,"Yixiao Cao","2023-11-24 15:05:20",5.4889,1,yixiaocao61
1368,10979355,VasiliiPlotnikov,"2023-12-20 21:17:36",5.4890,2,vasiliiplotnikov
1369,10955797,"Ning Jia","2023-12-20 13:46:03",5.4890,2,ningjiaca
1370,11015785,"[Deleted] d60e1a7a-8099-4802-b46b-c9013140f25b","2023-10-28 20:38:28",5.4893,2,del=7c2dbbbaa2b2aa2e
1371,11067407,hikahika,"2023-12-16 09:12:05",5.4894,1,naganohikaru
1372,11100063,mhiri,"2023-12-20 12:58:18",5.4897,2,mhirimohamed
1373,10946876,"Shuntaro Tanaka","2023-10-27 07:08:08",5.4900,2,shuntarotanaka
1374,10979930,zero_sum_v2,"2023-12-15 01:50:05",5.4904,2,kaito510
1375,11203637,myogye,"2023-11-10 09:03:51",5.4906,1,myogye
1376,11150739,hitcs_1151230107,"2023-11-06 05:20:32",5.4906,2,akaisora
1377,11027015,RossB34,"2023-12-20 12:26:03",5.4907,2,rossb34
1378,11147829,"Marcelo Bastos","2023-12-03 20:47:11",5.4908,1,marcelo06
1379,11038843,"[Deleted] 7e1db886-18ea-4ace-be44-acf278e549b2","2023-12-20 15:05:40",5.4910,2,del=2d99e57ad31a1d6c
1380,10995107,"Lucky guess","2023-11-15 15:43:39",5.4911,2,aekaap
1381,10947233,"Overfit after the Close","2023-12-12 10:00:57",5.4913,2,scapperrr
1382,10954377,"Phil Lee","2023-12-20 20:59:58",5.4914,2,"hezhu00,reaverlee"
1383,10963475,Daisy,"2023-12-11 16:04:44",5.4914,1,hdynamics
1384,11260276,faithk7u,"2023-12-20 21:20:09",5.4915,2,faithk7u
1385,11134377,MiraiMagician,"2023-10-29 09:44:26",5.4916,2,miraimagician
1386,10953424,若人生只若初见,"2023-10-18 01:52:24",5.4921,2,julianguo
1387,11086997,AinaLab,"2023-10-14 00:08:48",5.4921,2,"leonidalexeev,readline10"
1388,10965925,Xikawang,"2023-12-12 13:26:12",5.4921,1,xikawang
1389,10944899,"Samia Haque Tisha","2023-12-20 12:23:47",5.4922,1,samiatisha
1390,11222884,L1yyang,"2023-12-19 07:45:07",5.4922,1,"l1yyang,lemontea520"
1391,11011534,"do something","2023-12-06 16:44:07",5.4922,1,hustpj
1392,11168231,closeee,"2023-12-18 18:40:41",5.4923,2,"coolzeng,fufu2022,jiaxuanzhao,yuhanattmore,yuhengjia"
1393,11033740,"Mark Baushenko","2023-10-08 11:22:27",5.4923,1,e0xextazy
1394,11314801,"tianpei xu","2023-12-05 01:42:03",5.4923,2,tianpeixu
1395,10999869,ju2ez,"2023-10-02 13:50:51",5.4923,1,julianhatzky
1396,10970514,StasFom,"2023-10-02 13:58:55",5.4923,2,stasfom
1397,10952564,"Anil Yagiz","2023-10-02 14:44:13",5.4923,1,anilyagiz
1398,10950316,"Riemannian Manifold","2023-10-02 17:29:25",5.4923,1,"crazymax666,pinyizhao,ylinzh"
1399,11018436,"David Ramos18","2023-10-07 14:25:17",5.4923,1,davidramos18
